date,CPI level,city
2023-11-01,105.5651184,TRINIDAD
2023-12-01,105.9024121612,TRINIDAD
2024-01-01,106.1355069711,TRINIDAD
2024-02-01,106.1314716,TRINIDAD
2024-03-01,106.635550918,TRINIDAD
2024-04-01,106.9478058398,TRINIDAD
2024-05-01,108.0472334635,TRINIDAD
2024-06-01,108.7526121805,TRINIDAD
2024-07-01,109.08534851,TRINIDAD
2024-08-01,109.8335557207,TRINIDAD
2024-09-01,110.8726527873,TRINIDAD
2024-10-01,112.298204635,TRINIDAD
2024-11-01,115.3508985791,TRINIDAD
2024-12-01,117.8268528744,TRINIDAD
2025-01-01,121.0839199729,TRINIDAD
2025-02-01,123.7371363705,TRINIDAD
2025-03-01,125.6741192475,TRINIDAD
2025-04-01,128.5411192316,TRINIDAD
2025-05-01,132.6946867587,TRINIDAD
2025-06-01,138.4257527887,TRINIDAD
2025-07-01,142.4014445164,TRINIDAD
2025-08-01,145.2794921995,TRINIDAD
2025-09-01,146.8082433453,TRINIDAD
2025-10-01,147.6591533004,TRINIDAD
2025-11-01,148.2119545853,TRINIDAD
2025-12-01,146.9077514292,TRINIDAD
2026-01-01,148.8355598087,TRINIDAD
2026-02-01,150.1298074741,TRINIDAD
2026-03-01,148.7952280459,TRINIDAD
2026-04-01,149.096359699,TRINIDAD
2026-05-01,150.1644964267,TRINIDAD
