date,CPI level,category
2025-03-01,132.3939371447,Salud
2025-04-01,134.8621948918,Salud
2025-05-01,138.9154255436,Salud
2025-06-01,144.4874516039,Salud
2025-07-01,148.370202426,Salud
2025-08-01,150.1527509359,Salud
2025-09-01,151.4021289787,Salud
2025-10-01,152.6001729801,Salud
2025-11-01,152.7421250865,Salud
2025-12-01,153.7268554729,Salud
2026-01-01,155.6570632486,Salud
2026-02-01,155.8390578467,Salud
2026-03-01,155.7058465079,Salud
2026-04-01,156.2101342024,Salud
2026-05-01,157.0755599271,Salud
2026-06-01,157.1041498664,Salud
2018-01-01,101.3548166281,Transporte
2018-02-01,101.2738375281,Transporte
2018-03-01,101.0228408327,Transporte
2018-04-01,101.1091916006,Transporte
2018-05-01,101.0658665103,Transporte
2018-06-01,100.9580571167,Transporte
2018-07-01,101.486583197,Transporte
2018-08-01,101.3842200575,Transporte
2018-09-01,101.3397357822,Transporte
2018-10-01,101.3126324068,Transporte
2018-11-01,101.5647496935,Transporte
2018-12-01,102.8249560494,Transporte
2019-01-01,102.9052916574,Transporte
2019-02-01,102.3980562032,Transporte
2019-03-01,102.4992564831,Transporte
2019-04-01,102.5089929156,Transporte
2019-05-01,102.396875268,Transporte
2019-06-01,102.617540599,Transporte
2019-07-01,103.0163956189,Transporte
2019-08-01,102.6021524864,Transporte
2019-09-01,102.5298609723,Transporte
2019-10-01,102.6135586672,Transporte
2019-11-01,103.2515812983,Transporte
2019-12-01,104.2254953015,Transporte
2020-01-01,104.2400693268,Transporte
2020-02-01,103.8615562419,Transporte
2020-03-01,103.632588771,Transporte
2020-04-01,103.632588771,Transporte
2020-05-01,103.6493054889,Transporte
2020-06-01,105.7628411888,Transporte
2020-07-01,107.0230242547,Transporte
2020-08-01,107.236924787,Transporte
2020-09-01,107.7126258486,Transporte
2020-10-01,107.2973712112,Transporte
2020-11-01,105.772070793,Transporte
2020-12-01,105.9616191602,Transporte
2021-01-01,105.7196736738,Transporte
2021-02-01,105.3594225351,Transporte
2021-03-01,105.1538848272,Transporte
2021-04-01,105.221526457,Transporte
2021-05-01,105.0752603298,Transporte
2021-06-01,105.3267884439,Transporte
2021-07-01,105.3349109,Transporte
2021-08-01,105.7820893417,Transporte
2021-09-01,106.0312827782,Transporte
2021-10-01,106.3535613862,Transporte
2021-11-01,107.1688314772,Transporte
2021-12-01,108.3583027884,Transporte
2022-01-01,107.3898587184,Transporte
2022-02-01,107.2134466431,Transporte
2022-03-01,107.1221834503,Transporte
2022-04-01,107.380974828,Transporte
2022-05-01,107.1548135626,Transporte
2022-06-01,107.2285003214,Transporte
2022-07-01,108.7967411169,Transporte
2022-08-01,107.9035942121,Transporte
2022-09-01,107.7347864343,Transporte
2022-10-01,108.47859988,Transporte
2022-11-01,109.6517568,Transporte
2022-12-01,110.5983965505,Transporte
2023-01-01,110.1335670028,Transporte
2023-02-01,109.3871714376,Transporte
2023-03-01,108.5317136158,Transporte
2023-04-01,108.9684455476,Transporte
2023-05-01,108.3348246941,Transporte
2023-06-01,108.4543707294,Transporte
2023-07-01,110.3136045,Transporte
2023-08-01,110.5161300389,Transporte
2023-09-01,111.1552590741,Transporte
2023-10-01,111.1858216764,Transporte
2023-11-01,111.2717944,Transporte
2023-12-01,113.6146934603,Transporte
2024-01-01,113.6220225776,Transporte
2024-02-01,112.7775342,Transporte
2024-03-01,111.9612483496,Transporte
2024-04-01,111.5733983079,Transporte
2024-05-01,111.6844264234,Transporte
2024-06-01,112.2499413285,Transporte
2024-07-01,114.5718827769,Transporte
2024-08-01,113.5577131173,Transporte
2024-09-01,113.3759354227,Transporte
2024-10-01,114.2302287316,Transporte
2024-11-01,115.6643331598,Transporte
2024-12-01,117.2752516276,Transporte
2025-01-01,119.9105271398,Transporte
2025-02-01,121.9721318565,Transporte
2025-03-01,123.9417478218,Transporte
2025-04-01,123.5029426641,Transporte
2025-05-01,124.6425242077,Transporte
2025-06-01,126.3993125135,Transporte
2025-07-01,128.6284791504,Transporte
2025-08-01,128.229501386,Transporte
2025-09-01,128.129575976,Transporte
2025-10-01,128.9980583426,Transporte
2025-11-01,128.7869210366,Transporte
2025-12-01,148.501848688,Transporte
2026-01-01,166.2280933124,Transporte
2026-02-01,164.9544548263,Transporte
2026-03-01,163.7834705589,Transporte
2026-04-01,163.5878607439,Transporte
2026-05-01,163.7139062554,Transporte
2026-06-01,164.5339428989,Transporte
2018-01-01,104.600438502,Vivienda y servicios básicos
2018-02-01,104.753637102,Vivienda y servicios básicos
2018-03-01,104.7624969122,Vivienda y servicios básicos
2018-04-01,104.8317998344,Vivienda y servicios básicos
2018-05-01,104.8242670355,Vivienda y servicios básicos
2018-06-01,104.8824358889,Vivienda y servicios básicos
2018-07-01,104.8547078595,Vivienda y servicios básicos
2018-08-01,104.8766334702,Vivienda y servicios básicos
2018-09-01,104.9022660751,Vivienda y servicios básicos
2018-10-01,104.8695900906,Vivienda y servicios básicos
2018-11-01,104.9909506638,Vivienda y servicios básicos
2018-12-01,104.9326397601,Vivienda y servicios básicos
2019-01-01,104.9987156659,Vivienda y servicios básicos
2019-02-01,105.0348685476,Vivienda y servicios básicos
2019-03-01,105.1589309272,Vivienda y servicios básicos
2019-04-01,105.2957293539,Vivienda y servicios básicos
2019-05-01,105.4245115602,Vivienda y servicios básicos
2019-06-01,105.5256195828,Vivienda y servicios básicos
2019-07-01,105.5717538912,Vivienda y servicios básicos
2019-08-01,105.5454384232,Vivienda y servicios básicos
2019-09-01,105.4672059187,Vivienda y servicios básicos
2019-10-01,105.4336701447,Vivienda y servicios básicos
2019-11-01,105.5100800599,Vivienda y servicios básicos
2019-12-01,105.1607448308,Vivienda y servicios básicos
2020-01-01,105.0618784873,Vivienda y servicios básicos
2020-02-01,104.985284821,Vivienda y servicios básicos
2020-03-01,104.9659646241,Vivienda y servicios básicos
2020-04-01,105.0924687295,Vivienda y servicios básicos
2020-05-01,105.3905157408,Vivienda y servicios básicos
2020-06-01,105.1411122683,Vivienda y servicios básicos
2020-07-01,105.1821843949,Vivienda y servicios básicos
2020-08-01,105.1086332767,Vivienda y servicios básicos
2020-09-01,105.0325899736,Vivienda y servicios básicos
2020-10-01,105.0267338704,Vivienda y servicios básicos
2020-11-01,105.1811999362,Vivienda y servicios básicos
2020-12-01,105.2809702758,Vivienda y servicios básicos
2021-01-01,105.3467721571,Vivienda y servicios básicos
2021-02-01,105.3621103623,Vivienda y servicios básicos
2021-03-01,105.4239269973,Vivienda y servicios básicos
2021-04-01,105.376622236,Vivienda y servicios básicos
2021-05-01,105.3911173633,Vivienda y servicios básicos
2021-06-01,105.2970928359,Vivienda y servicios básicos
2021-07-01,105.3207196,Vivienda y servicios básicos
2021-08-01,105.2565504183,Vivienda y servicios básicos
2021-09-01,105.2129355635,Vivienda y servicios básicos
2021-10-01,105.3264650867,Vivienda y servicios básicos
2021-11-01,105.4507321192,Vivienda y servicios básicos
2021-12-01,105.5532930456,Vivienda y servicios básicos
2022-01-01,105.5028453684,Vivienda y servicios básicos
2022-02-01,105.6263823381,Vivienda y servicios básicos
2022-03-01,105.6526813235,Vivienda y servicios básicos
2022-04-01,105.6994006434,Vivienda y servicios básicos
2022-05-01,106.0627716576,Vivienda y servicios básicos
2022-06-01,106.127440607,Vivienda y servicios básicos
2022-07-01,106.181302164,Vivienda y servicios básicos
2022-08-01,106.3466675123,Vivienda y servicios básicos
2022-09-01,106.4587144414,Vivienda y servicios básicos
2022-10-01,106.5476158957,Vivienda y servicios básicos
2022-11-01,106.5983056,Vivienda y servicios básicos
2022-12-01,106.6152132612,Vivienda y servicios básicos
2023-01-01,106.7606826617,Vivienda y servicios básicos
2023-02-01,106.7785619957,Vivienda y servicios básicos
2023-03-01,106.8976375463,Vivienda y servicios básicos
2023-04-01,106.9185390289,Vivienda y servicios básicos
2023-05-01,107.4227184113,Vivienda y servicios básicos
2023-06-01,107.5329308608,Vivienda y servicios básicos
2023-07-01,107.671401,Vivienda y servicios básicos
2023-08-01,107.7379369566,Vivienda y servicios básicos
2023-09-01,107.8115571215,Vivienda y servicios básicos
2023-10-01,108.0445532501,Vivienda y servicios básicos
2023-11-01,108.0849477,Vivienda y servicios básicos
2023-12-01,107.8089453584,Vivienda y servicios básicos
2024-01-01,107.7225843425,Vivienda y servicios básicos
2024-02-01,107.8250914,Vivienda y servicios básicos
2024-03-01,108.0344100829,Vivienda y servicios básicos
2024-04-01,108.0449452768,Vivienda y servicios básicos
2024-05-01,108.5014682229,Vivienda y servicios básicos
2024-06-01,108.6384138073,Vivienda y servicios básicos
2024-07-01,108.875881168,Vivienda y servicios básicos
2024-08-01,109.1363273319,Vivienda y servicios básicos
2024-09-01,109.3278525268,Vivienda y servicios básicos
2024-10-01,109.6445199794,Vivienda y servicios básicos
2024-11-01,110.1569378088,Vivienda y servicios básicos
2024-12-01,110.6478559993,Vivienda y servicios básicos
2025-01-01,111.609139171,Vivienda y servicios básicos
2025-02-01,112.0852475849,Vivienda y servicios básicos
2025-03-01,112.5444793501,Vivienda y servicios básicos
2025-04-01,113.1113490004,Vivienda y servicios básicos
2025-05-01,114.2749417524,Vivienda y servicios básicos
2025-06-01,115.1309110605,Vivienda y servicios básicos
2025-07-01,116.3103655737,Vivienda y servicios básicos
2025-08-01,117.6660420157,Vivienda y servicios básicos
2025-09-01,118.9316353672,Vivienda y servicios básicos
2025-10-01,119.7875718155,Vivienda y servicios básicos
2025-11-01,120.284138239,Vivienda y servicios básicos
2025-12-01,120.9886899582,Vivienda y servicios básicos
2026-01-01,122.1553812723,Vivienda y servicios básicos
2026-02-01,122.7797384245,Vivienda y servicios básicos
2026-03-01,123.2726068889,Vivienda y servicios básicos
2026-04-01,123.5269093364,Vivienda y servicios básicos
2026-05-01,123.6891883237,Vivienda y servicios básicos
2026-06-01,124.0993909591,Vivienda y servicios básicos
2018-01-01,101.1676158287,ÍNDICE GENERAL
2018-02-01,101.4905047625,ÍNDICE GENERAL
2018-03-01,101.3609293777,ÍNDICE GENERAL
2018-04-01,101.2166039712,ÍNDICE GENERAL
2018-05-01,101.3352837144,ÍNDICE GENERAL
2018-06-01,101.4549338051,ÍNDICE GENERAL
2018-07-01,101.4971130225,ÍNDICE GENERAL
2018-08-01,101.6717823647,ÍNDICE GENERAL
2018-09-01,101.5841222589,ÍNDICE GENERAL
2018-10-01,101.7630203151,ÍNDICE GENERAL
2018-11-01,102.0271876513,ÍNDICE GENERAL
2018-12-01,102.3802715508,ÍNDICE GENERAL
2019-01-01,102.611932635,ÍNDICE GENERAL
2019-02-01,102.4555416028,ÍNDICE GENERAL
2019-03-01,102.4380856499,ÍNDICE GENERAL
2019-04-01,102.5816680957,ÍNDICE GENERAL
2019-05-01,103.0489999478,ÍNDICE GENERAL
2019-06-01,103.2098980664,ÍNDICE GENERAL
2019-07-01,103.4439151119,ÍNDICE GENERAL
2019-08-01,103.9627570334,ÍNDICE GENERAL
2019-09-01,103.8780952965,ÍNDICE GENERAL
2019-10-01,104.3453914995,ÍNDICE GENERAL
2019-11-01,105.5086925667,ÍNDICE GENERAL
2019-12-01,103.8842828752,ÍNDICE GENERAL
2020-01-01,103.853437152,ÍNDICE GENERAL
2020-02-01,103.7884570992,ÍNDICE GENERAL
2020-03-01,103.9084672002,ÍNDICE GENERAL
2020-04-01,104.341275313,ÍNDICE GENERAL
2020-05-01,104.3157176546,ÍNDICE GENERAL
2020-06-01,104.693147682,ÍNDICE GENERAL
2020-07-01,104.836411163,ÍNDICE GENERAL
2020-08-01,105.4062357263,ÍNDICE GENERAL
2020-09-01,104.3524559941,ÍNDICE GENERAL
2020-10-01,104.6330769703,ÍNDICE GENERAL
2020-11-01,104.3521594822,ÍNDICE GENERAL
2020-12-01,104.5807979129,ÍNDICE GENERAL
2021-01-01,105.0705436217,ÍNDICE GENERAL
2021-02-01,105.2407868792,ÍNDICE GENERAL
2021-03-01,105.115719769,ÍNDICE GENERAL
2021-04-01,105.0484912279,ÍNDICE GENERAL
2021-05-01,104.8753807081,ÍNDICE GENERAL
2021-06-01,104.8890668935,ÍNDICE GENERAL
2021-07-01,105.0450102,ÍNDICE GENERAL
2021-08-01,105.5928891968,ÍNDICE GENERAL
2021-09-01,105.3861152076,ÍNDICE GENERAL
2021-10-01,105.1485213624,ÍNDICE GENERAL
2021-11-01,105.3525568253,ÍNDICE GENERAL
2021-12-01,105.5230190914,ÍNDICE GENERAL
2022-01-01,105.8484626507,ÍNDICE GENERAL
2022-02-01,105.9791002404,ÍNDICE GENERAL
2022-03-01,105.9293158215,ÍNDICE GENERAL
2022-04-01,105.9586065186,ÍNDICE GENERAL
2022-05-01,106.3587891027,ÍNDICE GENERAL
2022-06-01,106.7688421803,ÍNDICE GENERAL
2022-07-01,107.1867262447,ÍNDICE GENERAL
2022-08-01,107.2272962315,ÍNDICE GENERAL
2022-09-01,107.3822219854,ÍNDICE GENERAL
2022-10-01,108.1841426067,ÍNDICE GENERAL
2022-11-01,108.6929345,ÍNDICE GENERAL
2022-12-01,108.8183638985,ÍNDICE GENERAL
2023-01-01,109.1769300283,ÍNDICE GENERAL
2023-02-01,108.6978542631,ÍNDICE GENERAL
2023-03-01,108.6146018048,ÍNDICE GENERAL
2023-04-01,108.814653807,ÍNDICE GENERAL
2023-05-01,109.4397851125,ÍNDICE GENERAL
2023-06-01,109.6785939521,ÍNDICE GENERAL
2023-07-01,110.0817023,ÍNDICE GENERAL
2023-08-01,110.5068387692,ÍNDICE GENERAL
2023-09-01,110.4402808648,ÍNDICE GENERAL
2023-10-01,110.4294305341,ÍNDICE GENERAL
2023-11-01,110.425657,ÍNDICE GENERAL
2023-12-01,111.1234908771,ÍNDICE GENERAL
2024-01-01,111.211057339,ÍNDICE GENERAL
2024-02-01,111.4333483,ÍNDICE GENERAL
2024-03-01,111.9415594867,ÍNDICE GENERAL
2024-04-01,112.5796609356,ÍNDICE GENERAL
2024-05-01,113.2887760178,ÍNDICE GENERAL
2024-06-01,113.8950297207,ÍNDICE GENERAL
2024-07-01,114.4340097621,ÍNDICE GENERAL
2024-08-01,116.2453141249,ÍNDICE GENERAL
2024-09-01,117.2677729503,ÍNDICE GENERAL
2024-10-01,119.1963834221,ÍNDICE GENERAL
2024-11-01,120.9228200185,ÍNDICE GENERAL
2024-12-01,122.2067817654,ÍNDICE GENERAL
2025-01-01,124.5946035939,ÍNDICE GENERAL
2025-02-01,126.1682781397,ÍNDICE GENERAL
2025-03-01,128.3229906062,ÍNDICE GENERAL
2025-04-01,129.4723145346,ÍNDICE GENERAL
2025-05-01,134.1979678085,ÍNDICE GENERAL
2025-06-01,141.1856738876,ÍNDICE GENERAL
2025-07-01,142.8784655293,ÍNDICE GENERAL
2025-08-01,144.317850196,ÍNDICE GENERAL
2025-09-01,144.6087707379,ÍNDICE GENERAL
2025-10-01,145.6966617596,ÍNDICE GENERAL
2025-11-01,146.2737922415,ÍNDICE GENERAL
2025-12-01,147.1364641781,ÍNDICE GENERAL
2026-01-01,149.0611704407,ÍNDICE GENERAL
2026-02-01,148.1374102915,ÍNDICE GENERAL
2026-03-01,147.634733725,ÍNDICE GENERAL
2026-04-01,147.835077361,ÍNDICE GENERAL
2026-05-01,150.984104813,ÍNDICE GENERAL
2026-06-01,154.2239063416,ÍNDICE GENERAL
